,REGION,YEAR,WEEK,ili_ratio
0,Alabama,2010,40,0.0213477366254961
52,Alabama,2010,41,0.020599896569539217
104,Alabama,2010,42,0.019422352448707055
156,Alabama,2010,43,0.022765038218658384
208,Alabama,2010,44,0.028337061894085393
260,Alabama,2010,45,0.03462237646667111
312,Alabama,2010,46,0.03532475988927614
364,Alabama,2010,47,0.04276550249460351
416,Alabama,2010,48,0.044404297803513924
468,Alabama,2010,49,0.05810966427490644
520,Alabama,2010,50,0.1043587594299209
572,Alabama,2010,51,0.13087790110985784
624,Alabama,2010,52,0.11659192825101437
676,Alabama,2011,1,0.0973755212165012
728,Alabama,2011,2,0.11944027985995058
780,Alabama,2011,3,0.13106286821069238
832,Alabama,2011,4,0.14737642585540123
884,Alabama,2011,5,0.1259842519683984
936,Alabama,2011,6,0.11507763749810253
988,Alabama,2011,7,0.1196962192503552
1040,Alabama,2011,8,0.09671959377762818
1092,Alabama,2011,9,0.06802030456846514
1144,Alabama,2011,10,0.05825719618817343
1196,Alabama,2011,11,0.04046062869588084
1248,Alabama,2011,12,0.03438336421655921
1300,Alabama,2011,13,0.03173737594063503
1352,Alabama,2011,14,0.027465940054465975
1404,Alabama,2011,15,0.02675916749252901
1456,Alabama,2011,16,0.027686599115131032
1508,Alabama,2011,17,0.032831086439281794
1560,Alabama,2011,18,0.03004552352043999
1612,Alabama,2011,19,0.026462805057297173
1664,Alabama,2011,20,0.02464411449559981
1716,Alabama,2011,21,0.027283123672557943
1768,Alabama,2011,22,0.025451092117710444
1820,Alabama,2011,23,0.02389248382275777
1872,Alabama,2011,24,0.025185936443500364
1924,Alabama,2011,25,0.01793721973090819
1976,Alabama,2011,26,0.023603793466757422
2028,Alabama,2011,27,0.018421603516813018
2080,Alabama,2011,28,0.018825561312575432
2132,Alabama,2011,29,0.013617960986356979
2184,Alabama,2011,30,0.013122017723222355
2236,Alabama,2011,31,0.0034021871202833485
2288,Alabama,2011,32,0.017920568291866452
2340,Alabama,2011,33,0.021645021644985607
2392,Alabama,2011,34,0.023036988968165095
2444,Alabama,2011,35,0.02344381568306638
2496,Alabama,2011,36,0.034482758620623964
2548,Alabama,2011,37,0.03559510567291341
2600,Alabama,2011,38,0.03387376954251032
2652,Alabama,2011,39,0.03464447806348768
2704,Alabama,2011,40,0.0249486077368483
2757,Alabama,2011,41,0.028280845748926503
2810,Alabama,2011,42,0.034254023488435995
2863,Alabama,2011,43,0.0383396076876973
2916,Alabama,2011,44,0.03794151556436648
2969,Alabama,2011,45,0.04192694547375127
3022,Alabama,2011,46,0.03283205142918972
3075,Alabama,2011,47,0.04259352881693302
3128,Alabama,2011,48,0.03322536830003842
3181,Alabama,2011,49,0.045524055993358986
3234,Alabama,2011,50,0.0485436893203329
3287,Alabama,2011,51,0.05430737422459778
3340,Alabama,2011,52,0.05801952580187166
3393,Alabama,2012,1,0.04610643593688976
3446,Alabama,2012,2,0.04903352626400673
3499,Alabama,2012,3,0.05791095526505375
3552,Alabama,2012,4,0.06262271365086015
3605,Alabama,2012,5,0.06590955181498082
3658,Alabama,2012,6,0.06431075844245773
3711,Alabama,2012,7,0.0675034867502859
3764,Alabama,2012,8,0.06073551262995845
3817,Alabama,2012,9,0.06245264639023438
3870,Alabama,2012,10,0.06256130790183917
3923,Alabama,2012,11,0.05947634953123642
3976,Alabama,2012,12,0.04588766298890937
4029,Alabama,2012,13,0.04435590969449621
4082,Alabama,2012,14,0.03893063939874469
4135,Alabama,2012,15,0.0375331732591463
4188,Alabama,2012,16,0.04342984409794181
4241,Alabama,2012,17,0.044438801421985225
4294,Alabama,2012,18,0.04745338157521924
4347,Alabama,2012,19,0.042704167204176614
4400,Alabama,2012,20,0.05215485756018677
4453,Alabama,2012,21,0.03839655966819475
4506,Alabama,2012,22,0.04188396349406473
4559,Alabama,2012,23,0.04565014031796885
4612,Alabama,2012,24,0.03644366197176682
4665,Alabama,2012,25,0.01057946621781539
4718,Alabama,2012,26,0.036116152450025196
4771,Alabama,2012,27,0.03618152085029399
4824,Alabama,2012,28,0.0342730790491353
4877,Alabama,2012,29,0.03025146530529353
4930,Alabama,2012,30,0.03198458574174955
4983,Alabama,2012,31,0.033288693323066214
5036,Alabama,2012,32,0.026950854324419675
5089,Alabama,2012,33,0.03379653456847865
5142,Alabama,2012,34,0.04090134444226302
5195,Alabama,2012,35,0.048606390210658386
5248,Alabama,2012,36,0.04883265015140112
5301,Alabama,2012,37,0.05234315948591772
5354,Alabama,2012,38,0.04462204462197033
5407,Alabama,2012,39,0.04949238578672352
5460,Alabama,2012,40,0.014940364092897087
5513,Alabama,2012,41,0.01988263721089411
5566,Alabama,2012,42,0.017085751128293303
5619,Alabama,2012,43,0.01563998082453521
5672,Alabama,2012,44,0.01712542035121614
5725,Alabama,2012,45,0.021159676604332264
5778,Alabama,2012,46,0.030027410914509077
5831,Alabama,2012,47,0.05240988254349744
5884,Alabama,2012,48,0.05296022201662063
5937,Alabama,2012,49,0.08764138094386946
5990,Alabama,2012,50,0.09772086754068268
6043,Alabama,2012,51,0.10331597697992373
6096,Alabama,2012,52,0.12117432600966978
6149,Alabama,2013,1,0.07661040911895678
6202,Alabama,2013,2,0.07416102748234073
6255,Alabama,2013,3,0.059084522665045415
6308,Alabama,2013,4,0.047634348140374615
6361,Alabama,2013,5,0.04467559679709296
6414,Alabama,2013,6,0.038612664349373875
6467,Alabama,2013,7,0.04128440366969267
6520,Alabama,2013,8,0.030586037823931364
6573,Alabama,2013,9,0.03396320652623494
6626,Alabama,2013,10,0.031947343072698704
6679,Alabama,2013,11,0.03333613233686007
6732,Alabama,2013,12,0.038945640277235544
6785,Alabama,2013,13,0.020852303769786147
